UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
SP,35,32868,Nova Castilho,1228
RN,24,07401,Martins,8750
MT,51,07743,Santa Cruz do Xingu,2353
SC,42,09300,Lages,158620
SE,28,07204,Siriri,8765
MG,31,65206,São Thomé das Letras,7072
RS,43,01057,Arroio do Sal,8921
RS,43,17400,Santiago,50647
PR,41,24202,Santo Antônio do Caiuá,2749
RN,24,13508,Serrinha,6470
RN,24,03756,Fernando Pedroza,3055
ES,32,04054,Pedro Canário,26336
RS,43,06932,Entre-Ijuís,9008
MA,21,09908,Santa Inês,83759
MG,31,44102,Muzambinho,21021
BA,29,11253,Gavião,4740
AL,27,02306,Coruripe,57079
CE,23,13104,Tabuleiro do Norte,30378
MG,31,33758,Itaú de Minas,15992
PB,25,13968,São Domingos,3091
BA,29,23704,Paratinga,32807
PR,41,06902,Curitiba,1893997
PE,26,14600,Tabira,28132
SE,28,05000,Pedra Mole,3227
RN,24,07302,Marcelino Vieira,8495
ES,32,05150,Vila Pavão,9414
SP,35,23602,Itirapina,17377
SP,35,18701,Guarujá,313421
SC,42,08450,Itapoá,18749
SP,35,41604,Promissão,39139
SP,35,33007,Nova Granada,20896
PB,25,03506,Cacimba de Dentro,17153
MT,51,02793,Carlinda,10258
RS,43,22707,Vera Cruz,25866
BA,29,32507,Una,21706
MG,31,11200,Campo Belo,54272
CE,23,01703,Aurora,24548
MA,21,10005,Santa Luzia,71329
PR,41,04055,Campo Bonito,4210
PB,25,03753,Cajazeirinhas,3181
BA,29,07202,Casa Nova,72798
SP,35,34005,Onda Verde,4248
MG,31,38500,Liberdade,5320
MA,21,07100,Morros,19116
SE,28,04607,Nossa Senhora das Dores,26434
RS,43,08706,Gaurama,5897
TO,17,12405,Lizarda,3791
BA,29,23001,Nova Viçosa,43648
MG,31,44706,Nova Era,17996
RO,11,00502,Novo Horizonte do Oeste,10161
MT,51,03353,Confresa,28913
PB,25,00601,Alhandra,19412
MS,50,04403,Inocência,7641
SP,35,27108,Lins,76562
SP,35,42107,Rafard,9030
SP,35,16408,Franco da Rocha,147650
MT,51,01803,Barra do Garças,58690
PR,41,08551,Godoy Moreira,3211
RS,43,01925,Barra do Rio Azul,1933
GO,52,13855,Morro Agudo de Goiás,2360
PE,26,04700,Correntes,18033
PR,41,27908,Tuneiras do Oeste,8847
SP,35,37305,Penápolis,62409
TO,17,13205,Miracema do Tocantins,19340
MG,31,10400,Camacho,3086
SP,35,40754,Potim,22911
RJ,33,03708,Paraíba do Sul,42737
GO,52,10307,Israelândia,2916
MG,31,48756,Pedra Bonita,7085
PR,41,17800,Palmital,14332
RO,11,00254,Presidente Médici,22337
PR,41,27403,Terra Roxa,17573
SP,35,53906,Tarabai,7236
SP,35,23404,Itatiba,114912
PI,22,09104,Santa Cruz do Piauí,6134
RS,43,21402,Tenente Portela,14023
MG,31,56809,Sabinópolis,15961
PR,41,01606,Arapoti,27728
BA,29,16856,Itatim,14895
AM,13,00144,Apuí,21031
MG,31,06507,Berilo,12394
SC,42,06009,Governador Celso Ramos,14087
MG,31,15201,Conceição da Barra de Minas,4052
SP,35,04701,Balbinos,5006
RS,43,09100,Gramado,34832
PA,15,06195,Rurópolis,47971
SP,35,09304,Cajobi,10393
GO,52,00829,Amaralina,3723
SE,28,01009,Campo do Brito,17986
MG,31,67608,Simonésia,19530
MG,31,34004,Itinga,15104
PR,41,02901,Bituruna,16511
BA,29,00405,Água Fria,17431
SP,35,46256,Santa Cruz da Esperança,2097
MT,51,07354,São José do Xingu,5396
PB,25,14305,São José de Caiana,6256
RS,43,06502,Dom Feliciano,15224
MT,51,04906,Jangada,7961
MA,21,05658,Junco do Maranhão,3330
PR,41,26652,Sulina,3257
PB,25,01351,Assunção,3876
AM,13,02306,Jutaí,16200
GO,52,03962,Buritinópolis,3391
BA,29,17334,Iuiú,11366
PB,25,02508,Boqueirão,17757
ES,32,03809,Muqui,15717
MT,51,06455,Planalto da Serra,2620
SP,35,10500,Caraguatatuba,115071
SC,42,11652,Novo Horizonte,2569
PB,25,16805,Triunfo,9465
RS,43,06056,Cristal,7792
PR,41,22701,Sabáudia,6644
RN,24,01404,Baía Formosa,9247
PB,25,16003,Solânea,26551
MA,21,12852,Vila Nova dos Martírios,13227
SC,42,19606,Xavantina,4039
RS,43,02204,Boa Vista do Buricá,6822
MT,51,00300,Alto Araguaia,17841
BA,29,14208,Irajuba,7497
PB,25,05808,Duas Estradas,3606
MA,21,11078,São João do Soter,18225
CE,23,02701,Campos Sales,27167
RS,43,04200,Candelária,31541
PE,26,08602,Lagoa do Ouro,12951
SP,35,27900,Lutécia,2717
RO,11,00288,Rolim de Moura,56664
ES,32,03106,Jerônimo Monteiro,11957
PR,41,21109,Quinta do Sol,4941
MG,31,21902,Divinésia,3446
BA,29,01403,Angical,14707
RS,43,17707,Santo Antônio das Missões,11111
GO,52,06701,Damianópolis,3387
MG,31,38609,Lima Duarte,16871
MA,21,12456,Turilândia,25232
PR,41,19657,Pitangueiras,3107
RS,43,15909,Rodeio Bonito,5961
BA,29,29909,Seabra,45395
SP,35,46405,Santa Cruz do Rio Pardo,46893
BA,29,24702,Piripá,12035
BA,29,18753,Lagoa Real,15920
GO,52,08608,Goianésia,66649
GO,52,18300,Posse,35128
BA,29,05800,Camamu,36543
PE,26,06408,Gravatá,82579
SP,35,51108,Sarapuí,9936
SP,35,14304,Dourado,8903
MG,31,43401,Monte Sião,23238
MG,31,31406,Ipiaçu,4277
SC,42,04152,Celso Ramos,2768
RJ,33,02254,Itatiaia,30475
RS,43,08300,Fontoura Xavier,10861
SP,35,05401,Barra do Turvo,7804
SC,42,02206,Benedito Novo,11297
MA,21,04701,Graça Aranha,6138
AM,13,00680,Boa Vista do Ramos,18080
RS,43,01958,Barra Funda,2507
RS,43,16709,Santa Bárbara do Sul,8742
AL,27,03908,Jundiá,4249
RS,43,03707,Campina das Missões,6031
GO,52,09457,Guarinos,2093
MG,31,52006,Pompéu,31401
TO,17,17800,Ponte Alta do Bom Jesus,4647
MG,31,54705,Ribeirão Vermelho,4042
RN,24,10801,Riacho de Santana,4278
SP,35,10153,Canitar,4956
MG,31,09501,Cabo Verde,14314
MT,51,00607,Alto Taquari,9963
SC,42,04251,Cocal do Sul,16301
PR,41,00707,Alto Piquiri,10253
RN,24,06908,Lucrécia,3968
MT,51,05176,Juruena,14430
MS,50,06358,Paranhos,13674
MG,31,59902,Santo Antônio do Amparo,18462
RS,43,05132,Cerro Branco,4681
PI,22,03008,Cristalândia do Piauí,8130
SP,35,04800,Bálsamo,8841
MG,31,42809,Monte Alegre de Minas,20979
SP,35,56206,Valinhos,122163
BA,29,09703,Cristópolis,14354
RS,43,12252,Minas do Leão,8035
PI,22,11704,Wall Ferraz,4383
MG,31,18007,Congonhas,53348
TO,17,13957,Muricilândia,3470
PE,26,08057,Jatobá,14646
BA,29,05008,Caculé,23685
CE,23,06405,Itapipoca,126234
RS,43,23358,Vila Lângaro,2189
MG,31,50158,Piedade de Caratinga,8130
RJ,33,04706,Santo Antônio de Pádua,41246
BA,29,08903,Coração de Maria,23961
SP,35,04602,Bady Bassitt,16604
MA,21,01004,Arari,29297
PB,25,03605,Caiçara,7288
PB,25,10600,Ouro Velho,3033
CE,23,02008,Barro,22361
SC,42,06900,Ibirama,18567
GO,52,17609,Planaltina,88178
GO,52,06404,Crixás,16795
PR,41,25308,São Jorge do Ivaí,5675
RJ,33,04508,Rio das Flores,8943
PR,41,06852,Cruzmaltina,3128
GO,52,00308,Alexânia,26457
PB,25,04702,Congo,4785
MG,31,53103,Presidente Bernardes,5578
BA,29,22607,Nilo Peçanha,14279
MG,31,43450,Montezuma,8106
CE,23,11108,Porteiras,14965
PA,15,04455,Medicilândia,30315
SP,35,21150,Ipiguá,5101
TO,17,04105,Centenário,2835
RN,24,02907,Coronel João Pessoa,4972
MA,21,05922,Lagoa do Mato,11034
MS,50,06309,Paranaíba,41626
MG,31,21605,Diamantina,48095
MA,21,10906,São Francisco do Maranhão,11971
RO,11,00098,Espigão D'Oeste,32712
SC,42,13153,Planalto Alegre,2823
SP,35,10609,Carapicuíba,394465
GO,52,12105,Joviânia,7445
MA,21,11102,São João dos Patos,25448
PB,25,04801,Coremas,15418
GO,52,19803,São Domingos,12448
PA,15,01576,Bom Jesus do Tocantins,16375
PR,41,11803,Jacarezinho,40253
GO,52,20058,São João da Paraúna,1571
PR,41,15002,Marilena,7150
RS,43,19505,São Sebastião do Caí,24825
RN,24,08706,Paraú,3875
MG,31,20003,Córrego Novo,3000
SP,35,15186,Espírito Santo do Pinhal,44036
MG,31,50703,Pirajuba,5665
TO,17,00707,Alvorada,8526
SC,42,07304,Imbituba,43624
AM,13,03502,Pauini,19488
SC,42,14508,Rio do Campo,6078
PB,25,14701,São José do Sabugi,4135
PB,25,13406,Santa Luzia,15341
RS,43,17608,Santo Antônio da Patrulha,42160
RN,24,05306,Januário Cicco,9989
SP,35,03000,Aramina,5519
RN,24,12401,São José do Seridó,4605
SP,35,44608,Sabino,5526
CE,23,13559,Tururu,15768
PR,41,28005,Ubiratã,21812
SP,35,01301,Álvares Machado,24733
PE,26,01003,Angelim,10965
PI,22,05359,João Costa,2963
RS,43,10405,Independência,6625
GO,52,18003,Porangatu,45055
PR,41,26603,Siqueira Campos,20303
SE,28,03609,Laranjeiras,29418
PB,25,02904,Brejo dos Santos,6435
BA,29,32705,Uruçuca,21778
TO,17,12009,Lajeado,3059
SP,35,29104,Marinópolis,2145
SE,28,01306,Capela,33715
RN,24,04002,Frutuoso Gomes,4204
BA,29,04100,Boquira,22448
PR,41,15804,Medianeira,45239
MG,31,20706,Cruzeiro da Fortaleza,4158
RJ,33,05604,Silva Jardim,21279
PI,22,01705,Bertolínia,5408
MG,31,29905,Ibitiúra de Minas,3528
PI,22,02505,Caracol,10688
RN,24,13003,São Vicente,6435
SC,42,18905,Urubici,11147
BA,29,23902,Pau Brasil,10784
CE,23,00754,Amontada,42508
PI,22,07009,Oeiras,36385
RS,43,21493,Toropi,2978
MA,21,11672,São Roberto,6620
PR,41,04659,Carambeí,21939
MG,31,15904,Chácara,3072
RN,24,13557,Serrinha dos Pintos,4819
GO,52,04607,Campestre de Goiás,3602
PE,26,08800,Lajedo,39570
RS,43,00646,Ametista do Sul,7573
MG,31,58003,Santa Maria de Itabira,10986
MG,31,45604,Oliveira,41739
RO,11,00205,Porto Velho,511219
PR,41,06308,Corbélia,17135
GO,52,11305,Itarumã,6927
PA,15,06609,Santa Maria do Pará,24059
RO,11,00452,Buritis,38450
PR,41,04451,Cantagalo,13478
MG,31,39300,Manga,19494
BA,29,18555,Jussari,6324
GO,52,06800,Damolândia,2919
MG,31,65909,Senador Modestino Gonçalves,4446
PI,22,02406,Capitão de Campos,11205
RS,43,20321,Senador Salgado Filho,2882
RJ,33,04409,Rio Claro,17850
PI,22,01507,Batalha,26379
PE,26,13404,São José da Coroa Grande,20654
RO,11,00122,Ji-Paraná,131560
PR,41,16950,Nova Esperança do Sudoeste,5200
PE,26,03306,Calçado,11094
BA,29,24405,Pilão Arcado,35590
PR,41,13700,Londrina,553393
MG,31,59506,Santa Rita do Itueto,5719
MA,21,08256,Pedro do Rosário,24748
PI,22,03602,Eliseu Martins,4822
RN,24,04606,Ielmo Marinho,13559
PI,22,07900,Pedro II,38090
MS,50,04601,Itaquiraí,20401
CE,23,01604,Assaré,23191
PR,41,27809,Tomazina,8544
MG,31,54200,Resende Costa,11525
BA,29,19900,Macururé,8288
MA,21,01400,Balsas,93511
PA,15,07904,Soure,24488
RN,24,11205,Santa Cruz,39300
SC,42,08104,Itaiópolis,21385
GO,52,13004,Maurilândia,13170
MT,51,07198,Ribeirãozinho,2306
MG,31,22207,Divinolândia de Minas,7517
PR,41,02604,Barracão,10273
SC,42,18806,Turvo,12649
BA,29,10503,Entre Rios,43172
MS,50,01003,Aparecida do Taboado,24745
RS,43,08078,Fazenda Vilanova,4148
MS,50,05806,Nioaque,14162
PE,26,16183,Vertente do Lério,7693
CE,23,06801,Jaguaribara,11200
MG,31,43203,Monte Santo de Minas,21932
SP,35,46702,Santa Gertrudes,25192
BA,29,22409,Mutuípe,22917
MG,31,35803,Jequitinhonha,25465
SP,35,54805,Tremembé,45414
SC,42,15695,Santiago do Sul,1341
PA,15,02400,Castanhal,192571
SP,35,07308,Boracéia,4675
PR,41,00608,Alto Paraná,14606
SP,35,26704,Leme,100296
RN,24,02303,Caraúbas,20636
RS,43,11791,Maratá,2668
PI,22,06100,Matias Olímpio,10740
RS,43,16501,Salvador do Sul,7377
PI,22,03800,Flores do Piauí,4394
SP,35,03208,Araraquara,228664
SP,35,00808,Alfredo Marcondes,4118
TO,17,21257,Tupirama,1813
MG,31,27602,Gouveia,12056
AL,27,00201,Anadia,17832
ES,32,01902,Domingos Martins,34589
TO,17,18550,Riachinho,4561
MG,31,03009,Antônio Dias,9660
SP,35,20426,Ilha Comprida,10476
SP,35,09254,Cajati,28916
AM,13,04401,Urucurituba,21650
CE,23,13955,Varjota,18188
MG,31,43609,Morro da Garça,2612
MG,31,04908,Baependi,19252
PA,15,03705,Itupiranga,51806
BA,29,28307,Santanópolis,9232
RS,43,09209,Gravataí,273742
MS,50,04304,Iguatemi,15738
RS,43,13466,Novo Xingu,1793
PR,41,08809,Guaíra,32784
PR,41,27304,Terra Rica,16453
RJ,33,04300,Rio Bonito,57963
MG,31,42254,Miravânia,4859
MA,21,11052,São João do Paraíso,10963
BA,29,15700,Itamari,8495
MG,31,45406,Olaria,1893
BA,29,08507,Conceição do Jacuípe,33624
MG,31,38203,Lavras,101208
PR,41,27007,Teixeira Soares,11666
MG,31,57278,Santa Bárbara do Monte Verde,3067
SP,35,12605,Coronel Macedo,4881
RN,24,13300,Serra de São Bento,5877
PE,26,14105,Sertânia,35521
AL,27,07602,Quebrangulo,11542
RS,43,02105,Bento Gonçalves,114203
PA,15,04307,Maracanã,28668
SC,42,14409,Rio das Antas,6246
MG,31,48202,Patrocínio do Muriaé,5649
MS,50,03751,Eldorado,12176
GO,52,16452,Perolândia,3121
PR,41,12306,Japira,5078
PR,41,03958,Campina do Simão,4079
TO,17,16109,Paraíso do Tocantins,49727
RN,24,06502,Lagoa Nova,15434
RN,24,04903,Itaú,5904
CE,23,10209,Paracuru,33665
MG,31,17009,Comercinho,7714
BA,29,14703,Itaberaba,66592
SC,42,04509,Corupá,15337
RJ,33,01603,Duas Barras,11145
PR,41,17107,Nova Londrina,13478
MA,21,06904,Monção,32884
BA,29,05107,Caém,10179
MG,31,62302,São João da Mata,2810
RS,43,21204,Taquara,57396
AM,13,02108,Japurá,4660
TO,17,07207,Dois Irmãos do Tocantins,7294
RS,43,06924,Engenho Velho,1367
SE,28,07600,Umbaúba,24832
RN,24,10207,Portalegre,7861
RS,43,01107,Arroio dos Ratos,14227
BA,29,19405,Licínio de Almeida,12967
PR,41,21901,Ribeirão do Pinhal,13601
AP,16,00550,Pracuúba,4655
PI,22,09906,São João da Serra,6064
PR,41,14906,Marilândia do Sul,9073
PA,15,01501,Benevides,59836
AL,27,00102,Água Branca,20422
MG,31,44672,Nova Belém,3511
AL,27,08709,São Miguel dos Milagres,7951
PE,26,02001,Bodocó,37571
PE,26,03504,Camocim de São Félix,18440
MA,21,10104,Santa Quitéria do Maranhão,25192(2)
RS,43,12377,Monte Alegre dos Campos,3243
MG,31,18106,Congonhas do Norte,5128
SP,35,12407,Cordeirópolis,23517
MG,31,36108,Joanésia,5067
CE,23,13500,Trairi,54820
RJ,33,05752,Tanguá,32703
MA,21,00808,Anapurus,15499
MT,51,01852,Bom Jesus do Araguaia,6144
AM,13,01100,Careiro,36922
SC,42,09904,Lontras,11584
SP,35,03802,Artur Nogueira,51126
MS,50,00609,Amambai,38030
BA,29,25931,Quixabeira,9414
RS,43,13441,Novo Tiradentes,2316
GO,52,12055,Jesúpolis,2460
MS,50,02308,Brasilândia,11884
SP,35,53203,Taiúva,5604
BA,29,18209,Jiquiriçá,15071
MG,31,02506,Amparo do Serra,4947
RS,43,01909,Barra do Ribeiro,13316
PB,25,00403,Alagoa Nova,20596
MG,31,36504,Jordânia,10865
MG,31,43708,Morro do Pilar,3358
AC,12,00336,Mâncio Lima,17545
RS,43,05439,Chuí,6413
RS,43,06353,Dezesseis de Novembro,2769
AM,13,04203,Tefé,62230
SP,35,39004,Pirangi,11272
TO,17,07553,Fátima,3882
SC,42,03907,Capinzal,22327
AP,16,00709,Tartarugalzinho,15665
MG,31,21100,Delfim Moreira,8203
RS,43,05504,Ciríaco,4993
MG,31,15102,Cássia,18036
PI,22,03271,Curral Novo do Piauí,5152
PI,22,02174,Campo Largo do Piauí,7126
RS,43,14134,Paulo Bento,2302
SP,35,23800,Itobi,7842
SC,42,15752,São Bernardino,2496
BA,29,21450,Mirante,9735
MA,21,00907,Araioses,45680
SP,35,17000,Getulina,11325
PA,15,03002,Faro,7168
MG,31,71402,Vieiras,3753
ES,32,04559,Santa Maria de Jetibá,39396
PB,25,13158,Santa Cecília,6570
AM,13,03106,Nova Olinda do Norte,35800
MG,31,15508,Caxambu,22219
RO,11,00262,Rio Crespo,3790
MT,51,06422,Peixoto de Azevedo,33296
GO,52,19308,Santa Helena de Goiás,38563
AM,13,01506,Envira,19143
SP,35,30201,Mirante do Paranapanema,18056
MG,31,35704,Jequitibá,5316
SP,35,46900,Santa Lúcia,8723
PI,22,05953,Marcolândia,8299
BA,29,32408,Uibaí,14454
BA,29,23308,Ouriçangas,8895
CE,23,13401,Tianguá,74107
BA,29,23035,Novo Horizonte,12381
PR,41,27700,Toledo,133824
RN,24,05207,Janduís,5402
BA,29,29057,São Félix do Coribe,15738
PA,15,05403,Ourém,17237
MG,31,24708,Estrela do Indaiá,3593
PA,15,00503,Almeirim,33282
RS,43,23705,Vista Gaúcha,2877
BA,29,04506,Brotas de Macaúbas,11049
MG,31,58102,Santa Maria do Salto,5387
RN,24,01206,Arês,14176
PE,26,00609,Alagoinha,14431
BA,29,02500,Baianópolis,14262
PE,26,10400,Parnamirim,21290
GO,52,03401,Bom Jardim de Goiás,8862
MG,31,07505,Bom Jardim de Minas,6648
MA,21,09270,Presidente Sarney,18615
PR,41,08452,Foz do Jordão,5144
MG,31,04700,Ataléia,13897
PB,25,10808,Patos,107067
TO,17,15259,Novo Jardim,2674
AM,13,01159,Careiro da Várzea,28592
SP,35,07159,Bom Sucesso de Itararé,3860
SP,35,48807,São Caetano do Sul,158825
SP,35,54300,Teodoro Sampaio,22795
SP,35,36802,Pedra Bela,6062
MG,31,39706,Maravilhas,7812
MG,31,03405,Araçuaí,37317
AL,27,07800,Roteiro,6788
SP,35,16853,Gavião Peixoto,4714
RS,43,11718,Maçambará,4814
AP,16,00600,Santana,113854
SC,42,09706,Lebon Régis,12119
MG,31,51206,Pirapora,56474
MG,31,19609,Coronel Pacheco,3117
MG,31,09600,Cachoeira da Prata,3716
RJ,33,01876,Iguaba Grande,26430
AL,27,08808,São Sebastião,34387
PB,25,03001,Caaporã,21717
PB,25,14404,São José de Espinharas,4659
MA,21,02101,Brejo,35799
SP,35,28908,Mariápolis,4079
PR,41,18600,Paula Freitas,5808
AL,27,07206,Poço das Trincheiras,14535
ES,32,01159,Brejetuba,12797
RN,24,10405,Pureza,9451
PR,41,26405,Sertaneja,5678
RS,43,12153,Mato Leitão,4240
MG,31,46750,Palmópolis,6280
CE,23,10100,Palmácia,13022
TO,17,17206,Piraquê,3038
PA,15,01204,Baião,44956
GO,52,12253,Lagoa Santa,1463
SP,35,11409,Cerqueira César,19304
RS,43,14035,Pareci Novo,3743
AL,27,03601,Japaratinga,8403
ES,32,03908,Nova Venécia,50647
AC,12,00179,Capixaba,10820
PR,41,18451,Pato Bragado,5369
PR,41,03057,Boa Vista da Aparecida,7939
PI,22,09807,São Gonçalo do Piauí,4918
MG,31,16100,Chapada do Norte,15666
GO,52,00159,Adelândia,2561
MS,50,03256,Costa Rica,19835
PB,25,05709,Dona Inês,10419
PE,26,15805,Tupanatinga,26727
MG,31,71006,Vazante,20720
MA,21,02705,Cantanhede,21617
SC,42,10100,Mafra,55611
PI,22,09153,Santa Cruz dos Milagres,3940
MA,21,06003,Lima Campos,11670
SE,28,01702,Cristinápolis,18092
RS,43,06452,Dois Lajeados,3424
MG,31,19955,Córrego Fundo,6252
MG,31,18908,Cordisburgo,9014
BA,29,24678,Piraí do Norte,10386
RS,43,16204,Rondinha,5520
RS,43,05306,Chapada,9605
MA,21,03174,Centro Novo do Maranhão,21300
BA,29,33455,Wanderley,12971
RR,14,00027,Amajari,11285
GO,52,09903,Iaciara,13551
SE,28,00100,Amparo de São Francisco,2382
PR,41,20804,Quatro Barras,22353
PA,15,04604,Mocajuba,29846
SP,35,57105,Votuporanga,92032
MG,31,58805,Santana do Jacaré,4845
CE,23,12502,São João do Jaguaribe,7670
BA,29,02302,Aratuípe,9150
MG,31,69109,Toledo,6194
PB,25,17407,Zabelê,2227
BA,29,03607,Biritinga,16628
BA,29,01155,América Dourada,16781
ES,32,03346,Marechal Floriano,16339
MG,31,61700,São Gonçalo do Abaeté,6840
MG,31,08800,Braúnas,5024
RS,43,09654,Hulha Negra,6521
SC,42,18756,Tunápolis,4612
PB,25,09909,Natuba,10455
MG,31,62906,São João Nepomuceno,26439
SP,35,18602,Guariba,38861
PI,22,04105,Francisco Ayres,4309
SP,35,47650,Santa Salete,1530
SP,35,02200,Angatuba,24400
CE,23,08302,Milagres,28292
SC,42,18004,Tijucas,36170
AL,27,06000,Olivença,11731
RJ,33,05901,Trajano de Moraes,10351
PI,22,00509,Amarante,17317
PA,15,03507,Irituia,31664
PA,15,02905,Curuçá,38391
MG,31,50802,Piranga,17892
PR,41,28609,Verê,7745
MG,31,61601,São Geraldo da Piedade,4251
MA,21,11201,São José de Ribamar,176008
MG,31,69505,Tumiritinga,6705
SP,35,31308,Monte Alto,49721
AL,27,08956,Senador Rui Palmeira,13974
MG,31,12059,Cantagalo,4491
PB,25,06806,Ingá,18105
PI,22,09500,Santo Inácio do Piauí,3726
BA,29,07301,Castro Alves,27161
SP,35,42909,Ribeirão Bonito,12986
AM,13,01407,Eirunepé,34461
GO,52,11602,Ivolândia,2577
TO,17,14203,Natividade,9301
RS,43,15800,Roca Sales,11040
BA,29,30774,Sobradinho,23650
MG,31,09303,Buritis,24524
MS,50,01508,Bandeirantes,6783
BA,29,12905,Ibirataia,17573
SP,35,46504,Santa Ernestina,5672
SP,35,28858,Marapoama,2917
SP,35,42800,Ribeira,3399
MG,31,22009,Divino,20074
MG,31,52907,Pratápolis,8910
SP,35,27801,Lupércio,4561
SP,35,51801,Sete Barras,13098
PE,26,02803,Buíque,57120
GO,52,11503,Itumbiara,101544
RS,43,14027,Paraíso do Sul,7662
MA,21,08504,Pindaré-Mirim,32348
AM,13,01001,Carauari,28111
CE,23,09102,Mulungu,12682
SE,28,06602,Santo Amaro das Brotas,12086
PI,22,01606,Beneditinos,10032
RJ,33,01157,Cardoso Moreira,12538
SC,42,01604,Arroio Trinta,3564
SP,35,21101,Ipeúna,7047
PR,41,18204,Paranaguá,151829
GO,52,21858,Valparaíso de Goiás,156419
PI,22,10391,São Miguel do Fidalgo,2992
MG,31,64407,São Sebastião da Bela Vista,5394
MA,21,00873,Araguanã,15182
MA,21,03406,Coelho Neto,48546
RS,43,14407,Pelotas,343651
SP,35,09601,Campo Limpo Paulista,81693
RR,14,00308,Mucajaí,16618
SP,35,38204,Pinhalzinho,14595
RN,24,12807,São Rafael,8345
SC,42,01257,Apiúna,10432
SC,42,01950,Balneário Arroio do Silva,11982
CE,23,09409,Novo Oriente,28288
PR,41,08601,Goioerê,29683
MG,31,62922,São Joaquim de Bicas,29674
MG,31,14204,Carmo do Cajuru,21941
MT,51,04104,Guarantã do Norte,34218
RS,43,04507,Canguçu,55956
RS,43,22004,Triunfo,28084
MG,31,55702,Rio Piracicaba,14613
MG,31,17603,Conceição do Pará,5488
MA,21,12407,Turiaçu,34949
MG,31,10806,Campanário,3745
PI,22,02901,Corrente,26149
PI,22,05581,Lagoa do Piauí,3987
RS,43,01552,Áurea,3725
BA,29,02005,Aracatu,14023
MA,21,10039,Santa Luzia do Paruá,24810
MA,21,09551,Ribamar Fiquene,7652
PI,22,02208,Campo Maior,46031
RS,43,19604,São Sepé,24418
SP,35,15905,Floreal,2996
SC,42,20000,Balneário Rincão,12212
MG,31,06200,Belo Horizonte,2513451
PR,41,16059,Missal,10863
BA,29,18704,Lafaiete Coutinho,3996
BA,29,04407,Brejolândia,10768
AM,13,02603,Manaus,2094391
RS,43,15321,Quevedos,2820
MG,31,36553,José Raydan,4845
PE,26,09709,Orobó,23717
AL,27,05200,Messias,17789
SP,35,32058,Motuca,4642
GO,52,14861,Nova Glória,8548
PA,15,01758,Brejo Grande do Araguaia,7206
PB,25,07903,Juripiranga,10721
SP,35,28809,Maracaí,13948
CE,23,04236,Croatá,17802
PB,25,14107,São João do Tigre,4427
SC,42,01901,Aurora,5681
MG,31,69703,Turmalina,19612
MG,31,26901,Frei Inocêncio,9543
BA,29,04209,Botuporã,10957
GO,52,10158,Ipiranga de Goiás,2944
RS,43,03509,Camaquã,66031
BA,29,14109,Ipupiara,10107
MG,31,14550,Carneirinho,10030
RN,24,03608,Extremoz,27933
PR,41,23303,Santa Cruz de Monte Castelo,8140
CE,23,13609,Ubajara,34068
RS,43,18614,São José do Sul,2279
SC,42,11892,Painel,2378
SP,35,49904,São José dos Campos,695992
MT,51,00409,Alto Garças,11383
SP,35,29005,Marília,233639
RO,11,01757,Vale do Anari,10999
PB,25,13604,Santana dos Garrotes,7067
SP,35,15608,Fernando Prestes,5771
MG,31,30002,Ibituruna,3009
PR,41,22651,Rosário do Ivaí,5298
SC,42,09003,Joaçaba,29310
PB,25,03100,Cabaceiras,5511
CE,23,04509,Frecheirinha,13606
BA,29,32002,Uauá,25853
RS,43,02154,Boa Vista das Missões,2168
MA,21,11789,Serrano do Maranhão,10953
BA,29,28059,Santa Luzia,13508
MS,50,02704,Campo Grande,863982
PR,41,21356,Rancho Alegre D'Oeste,2816
MG,31,69208,Tombos,8899
BA,29,14604,Irecê,73915
BA,29,19207,Lauro de Freitas,194641
MA,21,00204,Alcântara,21667
SP,35,37503,Pereiras,8312
BA,29,21708,Morro do Chapéu,36789(2)
AL,27,02702,Feliz Deserto,4777
MA,21,12233,Trizidela do Vale,21028
PB,25,16102,Soledade,14853
ES,32,00102,Afonso Cláudio,32407
PI,22,00202,Água Branca,17068
SP,35,43204,Ribeirão do Sul,4572
BA,29,23407,Palmas de Monte Alto,22487
PR,41,21208,Quitandinha,18578
PB,25,11202,Pedras de Fogo,28395
PR,41,05300,Céu Azul,11707
RJ,33,05554,Seropédica,83667
BA,29,12509,Ibipitanga,15356
PB,25,11905,Pitimbu,18938
MA,21,05906,Lago Verde,15962
PR,41,18402,Paranavaí,87316
RN,24,10306,Serra Caiada,9958
RN,24,00505,Alexandria,13839
MG,31,41504,Mendes Pimentel,6557
MG,31,26406,Fortuna de Minas,2913
RS,43,02501,Bossoroca,6836
MG,31,42601,Monsenhor Paulo,8671
RS,43,10900,Jacutinga,3709
MG,31,02001,Alterosa,14494
SP,35,41505,Presidente Venceslau,39476
MA,21,12274,Tufilândia,5731
MG,31,21258,Delta,9707
MG,31,55801,Rio Pomba,18001
RN,24,05009,Jaçanã,8949
RJ,33,00159,Aperibé,11160
PR,41,21802,Ribeirão Claro,10945
AC,12,00609,Tarauacá,39427
CE,23,03006,Caridade,22065
RJ,33,02403,Macaé,239471
PR,41,17404,Ourizona,3491
SC,42,04194,Chapadão do Lageado,2933
MS,50,06275,Paraíso das Águas,5251
RS,43,15354,Quinze de Novembro,3819
